6	46	22	37	31	38	28				
6	34	49	29	59	9	13				
8	19	42	11	53	13	18	45	54		
8	13	47	51	1	33	21	26	38		
6	58	6	40	13	55	53				
7	50	9	22	20	27	47	30			
8	24	14	44	12	51	9	27	45		
6	39	13	16	46	41	40				
9	15	6	2	60	35	13	5	12	16	
7	36	6	18	43	24	29	7			
6	47	31	6	37	8	49				
7	57	54	8	9	45	41	46			
8	54	35	24	55	44	50	32	53		
7	49	59	15	9	38	21	40			
6	45	20	25	29	10	17				
10	43	49	38	54	6	17	52	1	32	4
10	43	23	46	29	13	9	24	58	48	3
9	31	18	13	28	25	11	55	27	48	
10	21	40	25	32	10	12	38	47	42	27
8	48	46	31	17	5	9	19	14		
7	48	39	58	17	35	28	24			
7	12	2	6	36	49	23	16			
9	41	32	19	7	43	42	4	9	52	
9	53	6	48	49	50	41	44	11	29	
9	32	60	40	10	51	7	38	26	48	
10	11	6	36	60	14	2	1	35	29	25
6	12	10	36	30	15	2				
7	48	37	12	18	4	16	22			
7	46	5	52	48	30	6	37			
8	7	16	13	3	59	42	47	45		
6	19	55	58	16	26	44				
9	6	1	31	35	45	33	37	19	18	
7	26	37	13	58	28	39	9			
7	39	43	59	51	58	21	29			
9	25	54	26	36	20	49	7	38	39	
8	14	30	7	53	60	1	33	22		
9	52	25	45	8	40	55	38	16	36	
7	40	51	13	49	12	2	57			
9	47	51	56	29	3	60	13	49	10	
8	57	51	50	42	12	7	9	15		
8	35	25	58	11	29	2	16	36		
7	10	48	50	17	53	40	25			
6	57	4	24	60	33	48				
8	54	10	45	56	48	42	5	46		
6	40	50	4	44	59	3				
10	6	59	21	18	24	43	7	54	37	23
7	11	47	57	46	9	38	21			
9	46	39	4	8	10	54	22	53	1	
10	39	51	9	49	24	48	42	38	56	27
7	53	29	16	8	59	40	41			
8	5	20	54	2	25	33	17	3		
9	16	7	24	59	32	2	40	33	54	
10	26	40	57	30	25	55	43	27	37	28
8	46	54	11	43	52	50	34	51		
9	30	10	11	5	7	41	16	37	2	
8	55	45	30	48	58	34	24	26		
6	46	23	30	47	49	35				
10	43	21	18	5	6	15	34	19	56	7
6	46	31	53	58	40	14				
7	40	43	46	25	53	7	49			
8	27	58	39	30	52	40	41	18		
8	1	24	44	11	16	8	41	28		
7	33	13	40	55	29	60	39			
8	2	57	40	35	5	20	9	16		
6	52	56	17	16	40	22				
8	33	39	15	23	29	1	12	21		
10	45	18	54	9	24	36	34	46	56	4
8	47	56	5	48	31	35	6	57		
6	30	57	42	58	17	16				
6	46	1	58	42	18	38				
6	48	28	15	45	20	36				
6	13	15	25	32	6	59				
7	31	40	60	53	1	11	59			
10	24	40	42	49	60	9	25	3	58	5
10	49	27	39	38	7	11	43	26	21	6
10	20	46	40	7	52	56	15	2	60	59
8	7	32	52	11	54	33	30	3		
7	58	4	22	32	3	41	42			
6	8	59	11	30	46	35				
7	41	13	59	33	40	38	3			
7	8	57	32	40	20	31	42			
9	39	1	57	4	6	18	15	12	42	
8	53	18	11	33	57	45	49	43		
10	35	41	36	47	7	12	40	1	13	15
7	32	4	33	39	46	44	10			
6	34	48	57	24	30	37				
7	5	34	35	4	16	46	29			
10	51	50	25	45	4	18	26	32	7	57
10	49	48	50	5	23	8	60	40	52	4
7	32	46	36	29	57	50	28			
9	43	50	60	23	46	42	11	15	13	
7	2	20	3	19	13	22	15			
6	15	57	9	54	59	50				
7	23	53	12	20	59	54	14			
7	51	19	37	45	56	18	53			
6	11	26	41	19	55	3				
7	60	41	26	7	39	51	38			
8	42	7	57	18	37	34	6	52		
9	48	17	29	13	60	38	42	49	15	
6	17	42	27	57	41	9				
10	7	41	37	56	54	44	35	30	23	3
8	44	36	43	8	21	1	4	35		
9	19	29	52	42	4	24	36	12	2	
10	21	5	39	34	22	1	37	19	3	50
7	17	37	8	54	28	43	42			
6	37	16	31	5	2	40				
7	34	59	29	31	24	52	38			
7	31	30	39	11	40	7	5			
7	21	41	30	29	13	56	12			
6	2	52	7	16	34	25				
8	22	55	56	1	59	42	23	5		
6	24	13	1	50	8	25				
8	36	32	37	13	34	4	59	5		
8	19	44	31	18	33	29	36	3		
7	39	54	18	37	16	50	7			
10	40	32	24	1	11	59	28	13	53	54
10	49	32	4	31	45	8	24	6	60	13
10	14	49	12	5	47	10	33	15	29	24
8	38	24	32	39	14	47	11	57		
10	3	42	8	45	10	5	35	51	36	31
8	7	23	28	53	48	8	39	60		
6	31	57	40	46	52	41				
8	59	30	21	2	57	26	7	32		
9	17	59	50	13	54	42	47	2	23	
9	60	4	2	6	42	1	33	7	35	
6	48	30	22	44	17	46				
9	59	10	33	47	40	27	7	35	37	
6	60	57	16	6	18	19				
8	22	57	60	24	45	11	20	36		
10	34	16	29	36	49	11	25	31	60	19
8	55	53	47	34	9	23	48	14		
8	3	40	33	21	56	34	26	57		
8	27	23	13	34	59	12	19	45		
9	45	25	44	57	2	24	32	15	35	
6	24	29	28	2	11	13				
7	13	20	4	50	28	27	15			
6	31	3	11	30	24	18				
10	8	33	39	4	31	18	7	27	6	12
9	38	30	25	16	46	59	52	41	54	
8	5	10	27	36	20	3	24	60		
8	45	16	46	2	39	25	56	37		
6	4	46	23	26	50	43				
6	47	55	30	25	12	19				
9	6	23	37	29	3	46	33	55	41	
8	35	37	51	50	45	19	32	12		
6	46	48	3	26	60	14				
7	31	60	32	30	7	9	37			
7	26	15	56	22	52	10	13			
10	31	3	6	16	48	60	52	33	21	20
8	21	27	55	7	3	49	31	43		
6	20	57	4	22	45	26				
6	15	8	39	5	55	38				
6	52	59	42	4	40	36				
9	3	17	11	51	34	54	20	23	27	
10	14	37	36	10	45	4	38	20	5	54
9	54	13	38	36	1	19	58	45	47	
9	16	48	56	27	37	10	5	4	41	
6	28	5	17	13	31	42				
7	19	38	9	26	2	24	33			
8	5	24	49	19	2	52	25	18		
7	56	35	41	20	29	14	60			
7	30	44	38	54	42	28	23			
7	16	18	17	39	43	24	9			
10	23	47	37	15	43	9	16	30	20	58
9	8	3	35	27	50	44	36	16	2	
7	1	17	25	51	32	37	13			
7	18	9	56	26	60	14	4			
6	58	55	20	60	32	45				
10	29	24	47	25	46	14	8	51	49	18
10	34	21	56	17	6	18	44	60	47	2
10	32	56	4	22	42	3	50	15	12	29
9	44	4	3	12	26	7	31	40	15	
7	15	60	6	22	50	19	48			
7	11	15	34	19	39	49	38			
7	31	37	52	34	43	42	21			
6	59	29	11	12	20	51				
9	44	24	45	46	32	9	27	37	47	
6	44	23	58	4	18	40				
8	8	21	33	45	35	41	15	4		
8	24	34	52	4	47	42	51	28		
8	5	2	36	15	6	9	19	30		
8	23	60	48	58	16	34	43	32		
8	20	30	14	59	37	40	18	6		
6	29	44	56	19	37	13				
8	43	46	20	12	55	9	36	39		
9	24	56	3	36	57	38	33	46	58	
8	25	40	48	32	6	46	28	2		
8	41	19	38	60	28	53	50	29		
6	43	55	56	17	30	50				
7	8	47	35	37	46	14	27			
10	41	9	47	42	11	57	22	16	51	5
10	17	40	57	3	43	47	52	6	29	9
7	14	13	34	56	27	29	24			
6	3	58	26	19	14	8				
6	34	2	47	3	45	9				
10	42	19	21	47	1	5	59	37	9	44
7	14	44	59	51	6	46	38			
7	59	43	14	7	9	48	3			
10	52	19	48	16	26	57	25	49	60	24
6	24	37	53	47	14	25				
10	56	35	34	15	58	21	4	20	55	29
6	48	37	26	16	38	13				
9	56	23	14	17	18	24	35	32	39	
9	56	26	31	42	58	5	28	30	44	
7	51	34	43	37	17	12	20			
9	3	55	40	9	4	60	29	51	41	
9	11	46	4	23	56	5	10	42	30	
6	47	30	39	28	23	48				
7	56	52	34	48	10	11	2			
9	35	4	8	41	58	22	1	59	27	
8	57	58	56	30	41	21	37	26		
9	15	8	26	44	18	10	53	57	24	
6	37	43	9	12	41	21				
6	1	11	50	52	15	17				
8	26	30	33	56	9	40	34	54		
8	42	38	25	44	18	55	11	21		
6	40	23	14	39	42	33				
8	36	38	3	32	2	57	1	42		
8	39	18	1	28	52	12	13	34		
6	39	55	28	4	43	23				
7	50	35	49	8	33	45	6			
9	26	49	14	12	58	25	5	18	56	
6	40	33	7	45	53	51				
10	60	46	30	43	7	8	2	47	51	33
6	53	33	12	39	7	32				
10	53	12	26	41	11	20	30	18	32	50
10	51	6	42	34	31	59	53	24	13	12
10	49	51	15	40	21	45	44	11	52	1
8	4	14	3	7	40	19	24	54		
9	49	40	36	20	6	21	14	60	30	
8	38	13	8	32	55	7	34	43		
9	48	34	56	10	11	59	8	2	7	
6	47	4	58	12	7	54				
6	22	51	41	60	16	17				
6	47	11	14	10	29	9				
6	1	34	38	48	15	2				
6	21	10	19	53	41	13				
8	59	10	23	35	30	39	45	16		
6	29	36	49	19	20	32				
8	8	3	37	12	55	22	17	57		
6	57	35	44	31	58	26				
9	20	7	47	39	56	21	13	42	12	
7	42	40	28	35	7	27	50			
10	37	5	41	11	12	51	7	44	30	48
7	38	12	21	41	37	34	9			
6	47	46	57	10	20	7				
6	9	4	52	28	15	35				
7	52	4	8	44	24	49	12			
10	15	3	54	36	41	1	35	52	45	39
6	32	1	31	21	30	45				
7	44	16	36	6	53	35	51			
6	35	13	57	26	44	16				
7	21	31	17	20	50	6	47			
9	59	33	36	51	9	6	43	29	25	
10	56	26	48	18	11	8	54	14	37	1
6	51	21	32	7	46	27				
7	27	30	55	7	5	44	17			
7	49	13	53	2	1	25	32			
7	59	7	33	20	31	35	16			
9	11	27	8	44	56	26	24	4	36	
8	18	41	10	6	15	58	5	54		
10	56	28	58	55	46	51	10	12	1	9
6	48	16	9	37	10	53				
10	25	32	9	17	10	24	15	11	20	23
7	26	57	13	1	24	38	55			
9	32	30	36	52	9	19	45	47	42	
6	12	43	58	26	28	56				
7	13	47	49	35	56	34	48			
10	35	2	16	55	56	53	50	42	47	3
6	25	5	22	43	36	50				
7	38	11	4	54	52	41	15			
8	6	36	56	29	12	60	5	23		
9	35	22	4	54	10	23	6	53	27	
6	50	23	2	41	58	11				
9	22	33	6	25	52	16	27	9	40	
6	49	44	8	25	30	6				
7	29	2	37	10	44	50	45			
6	35	24	36	5	53	34				
7	44	16	9	30	35	15	52			
8	42	10	60	37	20	3	52	44		
10	23	16	44	59	12	26	49	22	33	40
9	35	59	22	3	5	23	29	11	16	
9	56	51	42	50	52	48	49	40	10	
9	60	23	9	22	29	10	41	19	52	
6	6	5	27	59	42	34				
8	20	21	56	40	8	41	33	18		
8	22	6	2	17	34	28	7	8		
7	17	50	12	60	51	4	7			
6	37	20	58	4	12	25				
8	38	51	5	25	22	32	10	12		
6	15	44	55	16	53	41				
6	13	59	36	60	10	39				
8	59	15	11	47	2	20	42	53		
6	37	22	49	46	47	38				
10	32	5	22	43	50	18	6	58	2	49
6	40	33	42	29	45	24				
9	4	55	59	52	1	45	37	30	42	
8	8	33	9	38	1	11	15	41		
9	10	58	22	5	32	38	1	55	56	
8	60	45	42	58	46	30	33	39		
10	4	3	45	34	23	60	26	20	44	37
9	41	44	49	54	1	30	48	22	25	
8	2	8	27	20	16	19	53	7		
8	56	47	3	5	44	40	24	2		
8	4	50	31	8	48	58	27	43		
8	39	16	12	5	48	52	30	42		
7	24	40	56	19	20	59	30			
8	51	48	13	34	26	11	39	27		
7	45	6	24	28	10	29	48			
8	5	1	52	46	25	47	18	49		
10	44	17	10	3	50	19	45	49	20	52
8	10	31	58	59	9	47	54	7		
7	8	28	1	38	2	53	30			
6	25	22	31	52	14	6				
10	14	22	26	13	9	60	44	57	33	55
9	44	26	19	43	51	30	57	7	28	
9	19	27	8	21	3	31	48	60	24	
7	14	51	12	30	24	18	23			
7	3	52	35	25	24	8	57			
7	18	30	55	2	35	25	47			
9	33	38	5	56	47	18	59	55	13	
10	4	35	59	53	46	42	50	37	18	24
10	37	20	19	1	18	46	33	10	14	26
9	16	24	45	60	37	8	13	53	56	
6	58	5	19	25	28	1				
7	8	32	11	54	24	19	52			
8	35	53	57	16	19	48	36	51		
6	34	1	15	37	29	7				
6	45	53	27	13	30	5				
9	3	1	55	51	14	52	54	20	21	
10	8	50	57	32	37	36	2	20	47	29
9	10	22	1	52	54	15	21	3	32	
7	11	10	20	47	45	5	57			
9	11	34	38	26	45	44	2	27	51	
8	29	22	25	27	37	40	24	3		
6	46	45	60	12	54	41				
8	8	23	1	12	22	20	36	44		
9	25	36	55	20	37	7	12	13	43	
10	45	52	15	10	49	36	51	17	54	4
7	43	32	21	51	49	16	19			
8	44	26	3	9	58	32	18	25		
9	45	27	53	49	32	57	36	19	8	
8	58	46	45	21	53	7	19	6		
6	32	54	17	16	30	59				
9	5	51	52	48	45	13	16	23	8	
9	13	7	17	46	35	31	53	60	34	
7	42	4	40	39	15	33	60			
7	47	53	24	31	2	38	57			
8	53	40	13	43	4	38	29	49		
9	20	25	30	46	47	18	6	58	54	
6	9	12	55	40	44	56				
7	45	7	34	10	32	57	21			
8	57	54	27	5	56	44	20	30		
6	13	59	26	1	4	39				
7	52	49	38	31	2	6	35			
6	32	29	20	45	55	19				
6	28	11	53	23	22	33				
10	8	2	14	24	34	56	19	51	53	35
10	49	11	56	23	41	10	4	1	18	42
8	30	51	35	53	60	9	24	39		
7	28	51	16	36	24	47	3			
7	13	36	45	43	11	10	23			
8	7	48	56	24	58	57	17	35		
8	45	43	22	13	35	2	39	16		
10	51	58	34	37	15	49	14	2	27	33
7	39	33	3	6	60	41	28			
9	30	14	57	38	39	45	12	2	4	
6	5	22	3	10	1	50				
7	8	46	38	52	56	57	29			
6	7	19	23	43	28	14				
8	6	28	39	46	38	26	2	21		
9	11	21	16	1	46	32	19	28	57	
8	29	12	51	19	9	10	54	52		
8	14	24	41	2	7	19	52	26		
6	13	39	19	27	2	4				
6	43	2	14	55	24	41				
9	22	28	31	47	12	52	13	5	56	
7	13	47	1	59	19	58	9			
8	7	22	44	36	16	60	43	14		
7	23	19	6	33	5	3	40			
6	42	21	2	53	48	20				
9	12	35	3	33	31	48	50	32	36	
9	14	16	20	58	24	17	44	29	34	
10	49	22	33	8	36	48	21	26	4	52
10	55	2	48	47	49	11	1	51	13	58
6	50	53	52	47	45	9				
8	58	25	26	4	22	8	44	2		
6	19	59	34	24	9	51				
7	51	54	53	39	43	13	16			
9	24	5	19	7	43	28	35	37	6	
8	13	48	32	15	51	38	27	19		
6	6	11	8	5	39	35				
7	1	60	29	8	30	45	17			
7	31	23	52	56	15	40	37			
6	31	15	41	38	17	58				
7	52	17	9	56	12	32	15			
8	51	29	31	14	35	6	57	23		
8	56	37	12	40	27	59	20	13		
8	37	12	10	28	16	21	34	24		
10	45	11	16	57	48	22	8	59	14	34
7	54	21	40	50	8	31	33			
6	26	37	24	3	44	46				
8	49	18	5	37	52	19	45	43		
