num	data		d1	d2	d3	d4	d5	d6	acertos
118	06/06/1998	9	22	25	37	56	57	0
119	13/06/1998	1	21	36	38	47	50	0
120	20/06/1998	3	16	27	40	45	46	0
121	27/06/1998	2	29	41	44	53	55	0
122	04/07/1998	11	17	20	39	43	53	0
123	11/07/1998	13	14	16	26	32	42	0
124	18/07/1998	5	15	34	41	52	57	1
125	25/07/1998	25	41	47	53	56	59	0
126	01/08/1998	6	10	11	28	32	40	0
127	08/08/1998	21	29	50	51	54	59	0
128	15/08/1998	3	9	18	21	23	43	0
129	22/08/1998	1	9	10	32	46	54	0
130	29/08/1998	13	29	38	42	49	53	0
131	05/09/1998	4	9	17	27	30	44	0
132	12/09/1998	7	9	35	41	44	50	0
133	19/09/1998	5	6	19	34	39	57	1
134	26/09/1998	4	25	32	36	52	60	0
135	03/10/1998	21	22	35	40	53	59	0
136	10/10/1998	1	17	25	38	45	59	0
137	17/10/1998	15	16	19	22	26	49	0
138	24/10/1998	5	14	27	37	40	41	0
139	31/10/1998	3	13	26	27	41	42	2
140	07/11/1998	7	31	41	44	46	55	0
141	14/11/1998	10	13	22	41	42	58	0
142	21/11/1998	8	15	19	20	54	59	0
143	28/11/1998	6	18	20	40	50	53	0
144	05/12/1998	8	32	36	44	45	55	1
145	12/12/1998	15	16	31	41	43	51	0
146	19/12/1998	25	32	34	42	51	60	0
147	24/12/1998	6	16	23	24	28	38	1
148	31/12/1998	32	35	41	55	58	59	0
149	09/01/1999	7	11	20	28	45	48	0
150	16/01/1999	12	44	50	52	54	55	0
151	23/01/1999	3	16	20	43	52	56	1
152	30/01/1999	5	12	15	29	51	58	0
153	06/02/1999	2	30	31	42	45	47	0
154	13/02/1999	8	10	24	33	45	48	0
155	20/02/1999	12	30	32	35	43	44	1
156	27/02/1999	17	23	42	49	52	55	0
157	06/03/1999	4	13	17	21	41	44	1
158	13/03/1999	4	14	17	43	51	58	0
159	20/03/1999	9	11	16	35	50	58	1
160	27/03/1999	2	13	42	52	54	58	0
161	03/04/1999	6	25	30	37	39	41	0
162	10/04/1999	21	23	33	38	48	51	0
163	17/04/1999	8	27	36	41	53	56	2
164	24/04/1999	4	10	14	19	28	44	0
165	01/05/1999	10	19	23	35	39	56	2
166	08/05/1999	12	13	22	57	59	60	0
167	15/05/1999	1	11	28	33	38	48	1
168	22/05/1999	2	9	31	35	45	50	0
169	29/05/1999	1	13	21	37	51	52	0
170	05/06/1999	7	41	46	51	55	58	0
171	12/06/1999	4	27	40	43	46	54	1
172	19/06/1999	10	14	26	35	36	49	0
173	26/06/1999	17	28	29	42	49	50	1
174	03/07/1999	11	22	23	36	52	59	0
175	10/07/1999	1	10	13	20	42	50	0
176	17/07/1999	1	3	4	28	45	53	0
177	24/07/1999	22	35	38	39	41	59	0
178	31/07/1999	5	15	19	26	27	33	1
179	07/08/1999	5	6	23	26	27	53	0
180	14/08/1999	6	23	29	39	51	60	0
181	21/08/1999	1	27	33	35	51	55	0
182	28/08/1999	3	5	10	28	46	60	0
183	04/09/1999	2	7	11	16	40	44	0
184	11/09/1999	9	16	21	34	41	60	0
185	18/09/1999	17	22	43	46	55	59	0
186	25/09/1999	14	23	24	25	26	51	0
187	02/10/1999	6	36	41	44	48	58	0
188	10/10/1999	17	27	34	42	43	46	1
189	16/10/1999	4	15	31	38	41	53	0
190	24/10/1999	5	10	21	32	40	42	0
191	31/10/1999	1	3	5	23	41	58	1
192	06/11/1999	1	26	28	41	54	60	0
193	13/11/1999	4	11	12	19	43	49	0
194	20/11/1999	25	28	32	33	42	43	0
195	27/11/1999	3	9	17	32	37	44	1
196	04/12/1999	7	9	14	17	24	32	0
197	11/12/1999	5	12	15	19	29	52	0
198	18/12/1999	1	8	18	23	35	40	0
199	24/12/1999	10	16	37	50	52	57	1
200	31/12/1999	12	15	19	34	44	51	2
201	08/01/2000	5	20	22	30	35	55	1
202	15/01/2000	12	24	44	45	49	53	0
203	22/01/2000	11	19	29	44	47	55	0
204	29/01/2000	29	31	39	41	51	58	0
205	05/02/2000	26	32	40	43	46	54	1
206	12/02/2000	18	20	26	34	51	56	0
207	19/02/2000	3	7	19	24	53	55	0
208	26/02/2000	15	23	24	25	47	57	0
209	04/03/2000	13	21	26	32	41	52	0
210	11/03/2000	20	32	37	38	48	58	0
211	18/03/2000	10	20	33	40	45	50	0
212	25/03/2000	6	15	29	45	57	59	0
213	01/04/2000	3	9	23	30	32	35	3
214	08/04/2000	6	12	30	31	35	50	0
215	15/04/2000	7	28	37	46	53	58	0
216	22/04/2000	14	18	30	35	42	59	4
217	29/04/2000	3	27	32	45	49	51	0
218	06/05/2000	12	17	40	42	47	54	1
219	13/05/2000	23	26	28	36	42	49	0
220	20/05/2000	13	14	36	53	55	60	1
221	27/05/2000	13	27	43	50	54	58	0
222	03/06/2000	5	19	30	48	52	55	0
223	10/06/2000	2	6	22	24	28	58	0
224	17/06/2000	7	16	18	20	21	44	0
225	24/06/2000	2	4	16	21	37	58	0
226	01/07/2000	1	2	38	49	50	59	1
227	08/07/2000	11	26	27	37	42	48	0
228	15/07/2000	13	16	40	43	45	59	0
229	22/07/2000	11	13	21	33	39	45	1
230	29/07/2000	8	40	41	44	53	56	0
231	05/08/2000	16	27	36	42	44	59	0
232	12/08/2000	19	22	29	37	41	59	0
233	19/08/2000	3	7	24	32	36	45	5
234	26/08/2000	15	25	41	42	45	54	0
235	02/09/2000	2	22	29	31	41	55	0
236	09/09/2000	10	25	50	52	57	60	0
237	16/09/2000	7	31	36	45	56	57	0
238	23/09/2000	9	13	15	37	41	42	4
239	30/09/2000	6	21	33	44	46	47	1
240	07/10/2000	25	28	38	41	57	59	0
241	14/10/2000	11	31	35	40	56	57	0
242	21/10/2000	4	7	21	22	28	56	0
243	28/10/2000	11	16	20	23	32	47	0
244	04/11/2000	19	24	33	47	50	60	0
245	11/11/2000	8	27	44	51	53	60	3
246	18/11/2000	2	16	32	37	43	57	0
247	25/11/2000	3	10	23	30	34	46	0
248	02/12/2000	16	32	34	35	41	56	0
249	09/12/2000	21	36	40	49	54	55	0
250	16/12/2000	7	25	41	42	43	55	0
251	23/12/2000	15	23	30	34	49	55	0
252	30/12/2000	4	17	26	32	51	54	2
253	06/01/2001	11	12	24	37	44	56	0
254	13/01/2001	1	4	21	22	30	56	0
255	20/01/2001	16	19	20	32	44	55	0
256	27/01/2001	2	21	26	32	34	52	0
257	03/02/2001	1	4	5	19	28	34	1
258	10/02/2001	7	12	50	54	55	60	0
259	17/02/2001	13	15	20	33	43	58	0
260	24/02/2001	4	6	33	43	59	60	0
261	03/03/2001	5	16	20	30	54	56	0
262	10/03/2001	11	20	48	53	58	60	0
263	17/03/2001	8	9	26	43	50	53	0
264	24/03/2001	1	5	13	25	31	33	2
265	31/03/2001	7	16	34	41	50	53	0
266	07/04/2001	2	23	38	46	48	54	0
267	14/04/2001	1	8	45	46	55	58	0
268	21/04/2001	5	6	10	21	33	47	0
269	28/04/2001	17	18	19	25	49	52	0
270	05/05/2001	5	9	27	35	40	45	1
271	12/05/2001	14	24	26	29	31	54	0
272	19/05/2001	9	10	24	36	56	58	0
273	26/05/2001	10	17	23	27	47	52	1
274	02/06/2001	11	13	18	26	39	47	0
275	09/06/2001	16	19	30	37	38	48	0
276	16/06/2001	22	39	45	53	57	59	0
277	23/06/2001	4	26	38	40	52	56	0
278	30/06/2001	10	15	18	22	31	55	0
279	07/07/2001	4	23	31	47	58	59	0
280	14/07/2001	5	16	20	25	30	58	0
281	21/07/2001	5	11	31	38	47	53	1
282	28/07/2001	9	14	23	24	33	36	1
283	01/08/2001	25	28	34	42	48	54	1
284	04/08/2001	7	8	14	30	32	36	1
285	08/08/2001	12	32	37	41	50	56	0
286	11/08/2001	29	35	37	44	47	56	0
287	15/08/2001	3	13	25	33	47	60	1
288	18/08/2001	6	9	11	17	18	50	0
289	22/08/2001	6	7	20	25	30	36	0
290	25/08/2001	7	25	26	30	40	57	0
291	29/08/2001	5	16	17	18	22	41	0
292	01/09/2001	13	23	24	34	45	53	0
293	05/09/2001	5	6	7	12	28	35	0
294	08/09/2001	22	25	28	41	45	57	2
295	12/09/2001	7	12	24	31	44	50	0
296	15/09/2001	3	20	42	46	51	52	0
297	19/09/2001	1	20	28	33	36	41	0
298	22/09/2001	5	22	23	24	34	60	1
299	26/09/2001	2	5	7	33	49	53	0
300	29/09/2001	24	27	28	38	41	57	0
301	03/10/2001	9	26	48	49	57	58	0
302	06/10/2001	12	25	30	40	41	60	0
303	10/10/2001	7	13	17	30	37	47	1
304	13/10/2001	7	11	34	41	42	59	0
305	17/10/2001	5	11	27	38	53	60	0
306	20/10/2001	19	30	41	47	56	57	0
307	24/10/2001	13	16	17	26	41	44	0
308	27/10/2001	4	11	25	29	39	55	1
309	31/10/2001	4	11	25	39	50	55	1
310	03/11/2001	2	14	28	29	31	32	0
311	07/11/2001	22	24	30	32	38	41	0
312	10/11/2001	14	23	30	41	47	50	0
313	14/11/2001	14	16	24	37	38	53	0
314	17/11/2001	5	32	34	37	40	58	0
315	21/11/2001	12	21	22	28	43	50	1
316	24/11/2001	6	24	28	43	51	56	0
317	28/11/2001	16	20	27	30	35	48	0
318	01/12/2001	3	19	20	31	40	53	1
319	05/12/2001	12	16	17	19	23	48	0
320	08/12/2001	20	22	27	47	50	53	0
321	12/12/2001	4	11	31	32	48	49	0
322	15/12/2001	11	18	29	44	47	56	0
323	19/12/2001	26	31	33	40	49	54	0
324	22/12/2001	8	15	22	25	30	47	0
325	29/12/2001	1	3	4	21	23	53	2
326	05/01/2002	21	23	40	44	51	52	0
327	09/01/2002	29	32	33	38	46	48	0
328	12/01/2002	5	7	14	21	23	51	1
329	16/01/2002	10	11	12	24	35	40	0
330	19/01/2002	2	4	14	23	37	51	0
331	23/01/2002	1	13	20	27	35	37	0
332	26/01/2002	23	28	29	34	42	44	0
333	30/01/2002	4	27	35	44	52	53	0
334	02/02/2002	14	23	24	26	41	51	2
335	06/02/2002	7	23	33	43	57	59	0
336	09/02/2002	2	18	22	26	30	54	0
337	16/02/2002	4	14	16	31	52	54	0
338	20/02/2002	1	4	9	36	46	48	0
339	23/02/2002	5	12	13	16	27	50	0
340	27/02/2002	9	10	12	33	42	60	0
341	02/03/2002	5	16	22	23	43	56	0
342	06/03/2002	16	29	34	49	51	54	0
343	09/03/2002	4	6	7	12	24	41	2
344	13/03/2002	10	12	14	33	35	36	0
345	16/03/2002	11	22	46	51	56	58	1
346	20/03/2002	7	12	41	46	56	60	0
347	23/03/2002	1	10	12	26	48	52	0
348	27/03/2002	19	30	33	39	40	52	0
349	30/03/2002	8	9	28	32	38	54	0
350	03/04/2002	10	15	23	30	43	57	0
351	06/04/2002	15	16	24	41	59	60	0
352	10/04/2002	7	20	25	44	47	49	0
353	13/04/2002	19	23	30	46	55	60	0
354	17/04/2002	7	16	38	40	41	52	1
355	20/04/2002	2	14	22	23	37	60	0
356	24/04/2002	5	19	21	54	56	58	0
357	27/04/2002	2	30	32	35	45	53	0
358	04/05/2002	12	17	21	32	40	42	0
359	08/05/2002	13	19	20	29	31	54	0
360	11/05/2002	23	24	29	47	53	55	0
361	15/05/2002	16	28	31	41	45	59	0
362	18/05/2002	7	20	33	37	46	56	1
363	22/05/2002	19	29	39	47	49	54	0
364	25/05/2002	5	29	44	51	57	59	1
365	29/05/2002	19	23	34	37	52	58	1
366	01/06/2002	4	6	7	15	21	51	0
367	05/06/2002	10	12	27	33	49	52	1
368	08/06/2002	13	29	32	38	44	50	0
369	12/06/2002	1	14	21	35	42	60	1
370	15/06/2002	1	4	40	42	51	54	0
371	19/06/2002	4	18	23	33	39	60	0
372	22/06/2002	16	17	24	39	46	57	2
373	26/06/2002	1	5	10	24	31	33	0
374	29/06/2002	2	5	16	26	44	54	0
375	03/07/2002	1	5	9	42	51	58	0
376	06/07/2002	10	13	25	35	43	48	0
377	10/07/2002	3	12	19	27	45	46	0
378	13/07/2002	5	38	41	45	48	55	0
379	17/07/2002	24	33	40	41	55	59	0
380	20/07/2002	13	22	30	31	47	57	0
381	24/07/2002	9	10	28	46	55	56	0
382	27/07/2002	31	34	37	38	53	54	0
383	31/07/2002	14	22	48	50	53	56	0
384	03/08/2002	24	28	40	47	50	52	0
385	07/08/2002	5	12	16	18	22	24	2
386	10/08/2002	17	35	36	39	43	54	0
387	14/08/2002	22	28	29	43	47	48	0
388	17/08/2002	23	36	48	52	53	58	0
389	21/08/2002	5	14	18	43	46	54	0
390	24/08/2002	7	12	22	34	38	53	1
391	28/08/2002	4	7	15	16	35	40	0
392	31/08/2002	15	23	31	39	47	49	1
393	04/09/2002	6	12	35	36	40	50	0
394	07/09/2002	5	15	35	42	45	49	0
395	11/09/2002	10	11	14	20	31	58	1
396	14/09/2002	6	18	34	42	45	47	0
397	18/09/2002	1	2	5	24	32	46	0
398	21/09/2002	7	16	22	28	36	37	1
399	25/09/2002	11	16	27	47	55	59	0
400	28/09/2002	10	13	28	29	54	59	0
401	02/10/2002	11	18	43	44	50	53	0
402	05/10/2002	5	16	27	43	56	58	0
403	09/10/2002	7	16	27	31	46	60	0
404	12/10/2002	1	24	28	38	40	58	0
405	16/10/2002	24	29	34	47	57	60	0
406	19/10/2002	2	12	32	38	47	48	0
407	23/10/2002	2	18	22	49	51	57	0
408	26/10/2002	14	28	33	44	49	56	1
409	30/10/2002	18	25	26	31	34	49	0
410	02/11/2002	8	24	31	36	38	55	0
411	06/11/2002	10	12	31	38	45	56	0
412	09/11/2002	5	12	14	21	45	59	0
413	13/11/2002	2	4	29	33	35	53	0
414	16/11/2002	16	26	35	45	52	58	1
415	20/11/2002	1	4	27	38	42	44	0
416	23/11/2002	1	13	23	33	54	56	0
417	27/11/2002	7	12	21	25	34	42	0
418	30/11/2002	8	15	32	45	49	52	2
419	04/12/2002	9	16	41	42	52	53	0
420	07/12/2002	12	29	30	43	57	59	0
421	11/12/2002	5	35	37	38	45	51	0
422	14/12/2002	12	37	43	55	56	60	0
423	18/12/2002	8	22	32	33	40	53	0
424	21/12/2002	18	27	29	36	46	59	0
425	28/12/2002	6	10	16	34	42	47	1
426	04/01/2003	7	30	32	37	50	54	0
427	08/01/2003	3	13	14	24	43	51	0
428	11/01/2003	8	28	30	32	46	60	0
429	15/01/2003	17	26	32	36	43	55	0
430	18/01/2003	8	10	21	25	38	50	1
431	22/01/2003	26	37	40	47	52	58	0
432	25/01/2003	4	13	17	27	39	50	0
433	29/01/2003	16	17	28	30	36	54	0
434	01/02/2003	4	10	17	24	30	54	0
435	05/02/2003	10	11	17	31	37	43	0
436	08/02/2003	1	6	7	29	48	57	0
437	12/02/2003	7	10	30	44	54	59	0
438	15/02/2003	3	5	11	14	38	48	0
439	19/02/2003	13	20	29	42	43	57	0
440	22/02/2003	3	5	23	30	46	47	0
441	26/02/2003	2	10	15	21	58	59	0
442	01/03/2003	6	15	23	31	37	59	1
443	08/03/2003	11	17	26	36	48	52	0
444	12/03/2003	3	24	33	48	52	57	0
445	15/03/2003	7	20	31	32	50	53	0
446	19/03/2003	8	11	12	17	20	47	2
447	22/03/2003	15	24	25	33	42	55	0
448	26/03/2003	3	5	9	45	51	52	0
449	29/03/2003	1	8	24	34	49	56	0
450	02/04/2003	1	9	13	50	51	59	0
451	05/04/2003	17	18	23	28	31	53	0
452	09/04/2003	11	16	30	36	51	54	0
453	12/04/2003	8	20	23	34	52	58	0
454	16/04/2003	4	17	24	42	46	56	0
455	19/04/2003	2	14	15	17	50	59	0
456	23/04/2003	3	17	22	27	33	40	0
457	26/04/2003	15	17	24	27	32	48	3
458	30/04/2003	13	24	32	34	43	53	0
459	03/05/2003	8	15	17	39	43	49	0
460	07/05/2003	19	23	30	37	49	55	0
461	10/05/2003	15	17	20	29	30	60	0
462	14/05/2003	17	19	22	26	27	48	0
463	17/05/2003	2	3	7	18	45	53	0
464	21/05/2003	6	24	33	38	45	50	1
465	24/05/2003	1	22	31	46	51	57	0
466	28/05/2003	11	16	28	29	30	45	0
467	31/05/2003	8	18	21	22	38	60	0
468	04/06/2003	5	6	23	25	39	51	0
469	07/06/2003	13	21	26	29	42	47	2
470	11/06/2003	8	11	23	37	51	58	0
471	14/06/2003	5	31	32	36	51	59	0
472	18/06/2003	3	4	12	29	38	51	0
473	21/06/2003	7	23	41	49	51	58	0
474	25/06/2003	3	12	32	34	40	50	0
475	28/06/2003	6	8	19	22	43	52	0
476	02/07/2003	17	20	38	43	55	58	0
477	05/07/2003	6	8	18	34	38	47	3
478	09/07/2003	3	8	21	25	30	31	0
479	12/07/2003	20	26	41	46	54	58	0
480	16/07/2003	14	33	36	38	41	49	0
481	19/07/2003	6	13	22	24	42	44	3
482	23/07/2003	12	13	33	53	54	56	0
483	26/07/2003	16	18	23	35	44	59	0
484	30/07/2003	17	18	19	38	49	53	0
485	02/08/2003	19	28	30	38	52	57	0
486	06/08/2003	8	14	19	30	42	50	1
487	09/08/2003	8	22	25	48	52	54	2
488	13/08/2003	15	30	35	39	43	57	0
489	16/08/2003	17	28	33	36	53	59	0
490	20/08/2003	5	11	23	29	54	58	1
491	23/08/2003	1	9	15	22	43	55	1
492	27/08/2003	2	6	15	18	56	57	0
493	30/08/2003	3	18	20	24	42	54	0
494	03/09/2003	18	20	28	32	49	53	0
495	06/09/2003	8	15	29	36	49	60	0
496	10/09/2003	10	19	20	29	41	59	0
497	13/09/2003	9	13	20	32	41	58	0
498	17/09/2003	2	6	28	49	50	57	0
499	20/09/2003	1	4	5	11	44	59	1
500	27/09/2003	21	29	35	36	38	54	1
501	01/10/2003	16	27	28	34	39	56	0
502	04/10/2003	7	13	21	24	33	50	2
503	08/10/2003	7	10	21	27	48	49	0
504	11/10/2003	8	11	19	30	39	50	0
505	15/10/2003	3	20	28	46	47	52	0
506	18/10/2003	4	15	31	34	37	38	0
507	22/10/2003	3	5	27	33	44	58	2
508	25/10/2003	5	10	15	45	46	56	0
509	29/10/2003	28	32	33	34	35	55	0
510	01/11/2003	1	4	30	41	45	58	2
511	05/11/2003	3	4	8	34	36	37	0
512	08/11/2003	4	8	31	40	53	58	3
513	12/11/2003	10	19	27	33	39	46	0
514	15/11/2003	15	36	40	42	51	52	0
515	19/11/2003	15	16	39	45	48	57	0
516	22/11/2003	5	13	24	33	34	35	0
517	26/11/2003	7	8	28	32	38	51	0
518	29/11/2003	5	8	10	15	18	44	0
519	03/12/2003	9	15	19	22	36	42	0
520	06/12/2003	9	12	17	32	34	35	0
521	10/12/2003	15	25	28	32	38	45	0
522	13/12/2003	6	14	15	25	49	52	0
523	17/12/2003	28	39	40	44	45	58	0
524	20/12/2003	19	29	34	41	47	48	1
525	27/12/2003	8	10	24	26	32	49	2
526	03/01/2004	3	21	31	36	55	59	0
527	07/01/2004	6	14	17	26	50	52	0
528	10/01/2004	8	12	28	31	34	37	0
529	14/01/2004	1	13	33	38	45	56	15
530	17/01/2004	1	6	21	25	32	49	0
531	21/01/2004	1	3	7	18	35	50	0
532	24/01/2004	4	9	12	13	52	53	0
533	28/01/2004	13	18	21	27	53	59	0
534	31/01/2004	3	8	23	31	48	57	1
535	04/02/2004	6	14	28	47	49	56	1
536	07/02/2004	14	15	22	23	25	37	0
537	11/02/2004	3	7	19	34	37	39	1
538	14/02/2004	3	25	43	45	52	56	0
539	18/02/2004	6	16	19	47	50	55	0
540	21/02/2004	4	22	28	30	44	49	0
541	28/02/2004	13	27	49	52	57	58	1
542	03/03/2004	4	6	19	28	35	49	0
543	06/03/2004	35	37	42	46	49	54	1
544	10/03/2004	11	17	33	34	47	56	0
545	13/03/2004	17	29	35	40	43	57	1
546	17/03/2004	4	5	13	17	46	54	0
547	20/03/2004	4	13	28	30	53	59	1
548	24/03/2004	14	47	49	51	58	59	0
549	27/03/2004	8	13	22	46	51	58	0
550	31/03/2004	16	17	38	39	45	56	0
551	03/04/2004	12	21	46	48	56	57	0
552	07/04/2004	9	22	47	49	52	54	0
553	10/04/2004	4	43	46	53	54	58	0
554	14/04/2004	15	29	31	42	47	60	0
555	17/04/2004	5	23	31	33	45	49	1
556	21/04/2004	8	10	17	30	33	45	0
557	24/04/2004	8	12	18	23	38	49	0
558	28/04/2004	7	14	31	57	58	59	0
559	01/05/2004	6	13	17	25	36	53	1
560	05/05/2004	2	11	18	30	32	58	0
561	08/05/2004	1	20	36	39	49	55	0
562	12/05/2004	16	23	35	37	55	57	0
563	15/05/2004	5	8	23	34	44	51	0
564	19/05/2004	10	13	20	32	38	49	0
565	22/05/2004	7	31	34	35	37	45	0
566	26/05/2004	6	13	17	18	20	37	0
567	29/05/2004	11	31	38	41	57	58	0
568	02/06/2004	13	17	22	25	29	41	0
569	05/06/2004	3	9	14	15	32	57	1
570	09/06/2004	15	32	33	35	36	51	0
571	12/06/2004	12	13	14	31	50	51	0
572	16/06/2004	3	9	16	20	33	60	0
573	19/06/2004	6	17	22	29	40	59	0
574	23/06/2004	2	10	17	23	32	44	0
575	26/06/2004	5	18	21	29	35	48	2
576	30/06/2004	7	8	18	39	43	52	0
577	03/07/2004	8	23	24	28	31	47	0
578	07/07/2004	3	18	23	48	56	58	1
579	10/07/2004	4	9	15	17	34	39	1
580	14/07/2004	15	16	18	28	38	47	0
581	17/07/2004	14	17	25	30	39	52	1
582	21/07/2004	13	29	40	45	51	59	0
583	24/07/2004	6	7	20	41	43	55	0
584	28/07/2004	7	8	23	30	32	53	0
585	31/07/2004	12	24	33	36	39	57	1
586	04/08/2004	11	13	38	39	45	54	0
587	07/08/2004	2	18	29	30	36	60	0
588	11/08/2004	11	13	45	46	53	55	0
589	14/08/2004	6	7	8	13	33	59	0
590	18/08/2004	4	5	18	25	28	51	0
591	21/08/2004	1	3	18	34	50	58	0
592	25/08/2004	13	14	42	47	55	59	0
593	28/08/2004	1	25	27	29	49	59	0
594	01/09/2004	10	13	29	47	53	55	0
595	04/09/2004	1	2	25	43	50	54	0
596	08/09/2004	11	14	28	43	54	60	0
597	11/09/2004	22	27	29	40	42	56	0
598	15/09/2004	5	16	34	38	50	53	2
599	18/09/2004	4	6	9	23	45	51	0
600	22/09/2004	16	18	31	34	39	54	0
601	25/09/2004	10	19	22	29	30	37	0
602	29/09/2004	7	13	38	46	55	60	0
603	02/10/2004	4	8	11	12	29	44	1
604	06/10/2004	15	25	41	46	49	51	0
605	09/10/2004	4	24	44	49	52	53	0
606	13/10/2004	6	23	32	35	41	55	1
